{'method': 'CDAN-E', 'device': device(type='cuda'), 'num_iterations': 100000, 'test_interval': 500, 'snapshot_interval': 10000, 'output_for_test': True, 'output_path': 'results', 'save': './save/0313_1736', 'out_log_file': <_io.TextIOWrapper name='results/log.txt' mode='w' encoding='UTF-8'>, 'out_wei_file': <_io.TextIOWrapper name='results/log_weights.txt' mode='w' encoding='UTF-8'>, 'prep': {'params': {'resize_size': 256, 'alexnet': False}}, 'loss': {'trade_off': 0.5, 'random': False, 'random_dim': 1024}, 'network': {'name': <class 'network.ResNetFc'>, 'params': {'resnet_name': 'ResNet101', 'use_bottleneck': True, 'bottleneck_dim': 256, 'new_cls': True, 'ma': 0.5, 'class_num': 4}}, 'optimizer': {'type': <class 'torch.optim.sgd.SGD'>, 'optim_params': {'lr': 0.005, 'momentum': 0.9, 'weight_decay': 0.0005, 'nesterov': True}, 'lr_type': 'inv', 'lr_param': {'lr': 0.001, 'gamma': 0.005, 'power': 0.6}}, 'dataset': 'VIS_work', 'data': {'source': {'list_path': 'source_train_list.txt', 'batch_size': 64}, 'target': {'list_path': 'target_train_list.txt', 'batch_size': 64}, 'test': {'list_path': 'target_test_list.txt', 'dataset_path': 'target_test_list.txt_test.pkl', 'batch_size': 4}, 'root_folder': './data/VIS_dataset/all_data/2A/by_product_arranged_DA/S-1_5-T_7_major/'}, 'lr_mult_im': 1, 'ratios_source': [1, 1, 1, 1], 'ratios_target': [1, 1, 1, 1], 'dataset_mult_iw': 1, 'ratios_test': [1, 1, 1, 1]}
  iter: 00499, sec: 358, class_loss: 0.50502, da_loss: 0.63229, precision: 0.44612
  iter: 31999, sec: 356, class_loss: 0.23979, da_loss: 0.68365, precision: 0.55156
  iter: 32499, sec: 357, class_loss: 0.09035, da_loss: 0.69255, precision: 0.53882
  iter: 32999, sec: 358, class_loss: 0.08399, da_loss: 0.68062, precision: 0.53534
  iter: 33499, sec: 357, class_loss: 0.10074, da_loss: 0.67939, precision: 0.52607
  iter: 33999, sec: 356, class_loss: 0.15504, da_loss: 0.68457, precision: 0.54461
  iter: 34499, sec: 357, class_loss: 0.14836, da_loss: 0.69067, precision: 0.55620
  iter: 34999, sec: 357, class_loss: 0.14465, da_loss: 0.69024, precision: 0.55852
  iter: 35499, sec: 357, class_loss: 0.07827, da_loss: 0.68444, precision: 0.54461
  iter: 35999, sec: 356, class_loss: 0.04019, da_loss: 0.69061, precision: 0.56083
  iter: 36499, sec: 357, class_loss: 0.06918, da_loss: 0.68786, precision: 0.54693
  iter: 36999, sec: 358, class_loss: 0.17572, da_loss: 0.68833, precision: 0.53650
  iter: 37499, sec: 357, class_loss: 0.05052, da_loss: 0.68900, precision: 0.53998
  iter: 37999, sec: 356, class_loss: 0.09992, da_loss: 0.69300, precision: 0.53882
  iter: 38499, sec: 357, class_loss: 0.24337, da_loss: 0.68760, precision: 0.53650
  iter: 38999, sec: 357, class_loss: 0.12444, da_loss: 0.68632, precision: 0.53534
  iter: 39499, sec: 358, class_loss: 0.09235, da_loss: 0.69348, precision: 0.53071
  iter: 39999, sec: 355, class_loss: 0.18796, da_loss: 0.68271, precision: 0.53882
  iter: 40499, sec: 357, class_loss: 0.11061, da_loss: 0.69523, precision: 0.54925
  iter: 40999, sec: 358, class_loss: 0.06031, da_loss: 0.68092, precision: 0.55736
  iter: 41499, sec: 357, class_loss: 0.06772, da_loss: 0.69065, precision: 0.56315
  iter: 41999, sec: 357, class_loss: 0.04379, da_loss: 0.69304, precision: 0.55852
  iter: 42499, sec: 361, class_loss: 0.19730, da_loss: 0.68622, precision: 0.55388
  iter: 42999, sec: 358, class_loss: 0.12658, da_loss: 0.69346, precision: 0.55156
  iter: 43499, sec: 359, class_loss: 0.05388, da_loss: 0.68601, precision: 0.55041
  iter: 43999, sec: 357, class_loss: 0.13260, da_loss: 0.68274, precision: 0.55272
  iter: 44499, sec: 359, class_loss: 0.14525, da_loss: 0.68657, precision: 0.56431
  iter: 44999, sec: 358, class_loss: 0.04423, da_loss: 0.69187, precision: 0.55388
  iter: 45499, sec: 357, class_loss: 0.05112, da_loss: 0.68714, precision: 0.56199
  iter: 45999, sec: 360, class_loss: 0.11898, da_loss: 0.68688, precision: 0.55388
  iter: 46499, sec: 359, class_loss: 0.02266, da_loss: 0.68800, precision: 0.55736
  iter: 46999, sec: 358, class_loss: 0.05198, da_loss: 0.68216, precision: 0.55736
  iter: 47499, sec: 357, class_loss: 0.12710, da_loss: 0.68746, precision: 0.55388
  iter: 47999, sec: 358, class_loss: 0.16450, da_loss: 0.68551, precision: 0.55620
  iter: 48499, sec: 359, class_loss: 0.04861, da_loss: 0.69111, precision: 0.55156
  iter: 48999, sec: 358, class_loss: 0.16221, da_loss: 0.69491, precision: 0.55156
  iter: 49499, sec: 357, class_loss: 0.06969, da_loss: 0.68781, precision: 0.54577
  iter: 49999, sec: 358, class_loss: 0.25109, da_loss: 0.69490, precision: 0.55852
  iter: 50499, sec: 359, class_loss: 0.11304, da_loss: 0.68764, precision: 0.55736
  iter: 50999, sec: 358, class_loss: 0.13893, da_loss: 0.68442, precision: 0.54693
  iter: 51499, sec: 357, class_loss: 0.08582, da_loss: 0.69250, precision: 0.56895
  iter: 51999, sec: 357, class_loss: 0.12934, da_loss: 0.69028, precision: 0.55388
  iter: 52499, sec: 359, class_loss: 0.12274, da_loss: 0.68941, precision: 0.54809
  iter: 52999, sec: 359, class_loss: 0.21801, da_loss: 0.68566, precision: 0.54693
  iter: 53499, sec: 357, class_loss: 0.06523, da_loss: 0.69167, precision: 0.54345
  iter: 53999, sec: 357, class_loss: 0.06010, da_loss: 0.68880, precision: 0.55272
  iter: 54499, sec: 361, class_loss: 0.06694, da_loss: 0.70055, precision: 0.54345
  iter: 54999, sec: 361, class_loss: 0.16372, da_loss: 0.69084, precision: 0.56431
  iter: 55499, sec: 359, class_loss: 0.06145, da_loss: 0.69384, precision: 0.53187
  iter: 55999, sec: 362, class_loss: 0.08463, da_loss: 0.69122, precision: 0.54114
  iter: 56499, sec: 360, class_loss: 0.03745, da_loss: 0.69601, precision: 0.54345
  iter: 56999, sec: 358, class_loss: 0.10280, da_loss: 0.68529, precision: 0.54577
  iter: 57499, sec: 357, class_loss: 0.10011, da_loss: 0.68228, precision: 0.54693
  iter: 57999, sec: 362, class_loss: 0.11949, da_loss: 0.68208, precision: 0.55041
  iter: 58499, sec: 360, class_loss: 0.15386, da_loss: 0.67997, precision: 0.54461
  iter: 58999, sec: 360, class_loss: 0.05062, da_loss: 0.69075, precision: 0.54345
  iter: 59499, sec: 358, class_loss: 0.28966, da_loss: 0.68456, precision: 0.54114
  iter: 59999, sec: 359, class_loss: 0.12742, da_loss: 0.68752, precision: 0.55272
  iter: 60499, sec: 358, class_loss: 0.08943, da_loss: 0.69401, precision: 0.54345
  iter: 60999, sec: 358, class_loss: 0.12911, da_loss: 0.69109, precision: 0.54114
  iter: 61499, sec: 358, class_loss: 0.08539, da_loss: 0.68928, precision: 0.54114
  iter: 61999, sec: 359, class_loss: 0.11808, da_loss: 0.69224, precision: 0.55041
  iter: 62499, sec: 358, class_loss: 0.07901, da_loss: 0.68473, precision: 0.54693
  iter: 62999, sec: 358, class_loss: 0.13681, da_loss: 0.68751, precision: 0.55388
  iter: 63499, sec: 358, class_loss: 0.05029, da_loss: 0.69203, precision: 0.53998
  iter: 63999, sec: 359, class_loss: 0.21798, da_loss: 0.68716, precision: 0.56315
  iter: 64499, sec: 358, class_loss: 0.15445, da_loss: 0.69401, precision: 0.54114
  iter: 64999, sec: 358, class_loss: 0.08524, da_loss: 0.69173, precision: 0.56431
  iter: 65499, sec: 357, class_loss: 0.02986, da_loss: 0.69179, precision: 0.56083
  iter: 65999, sec: 361, class_loss: 0.11519, da_loss: 0.68424, precision: 0.54693
  iter: 66499, sec: 358, class_loss: 0.09459, da_loss: 0.69381, precision: 0.55504
  iter: 66999, sec: 358, class_loss: 0.03903, da_loss: 0.69401, precision: 0.56431
  iter: 67499, sec: 359, class_loss: 0.03181, da_loss: 0.69177, precision: 0.56895
  iter: 67999, sec: 359, class_loss: 0.07624, da_loss: 0.68980, precision: 0.54925
  iter: 68499, sec: 358, class_loss: 0.06388, da_loss: 0.68977, precision: 0.55852
  iter: 68999, sec: 358, class_loss: 0.08563, da_loss: 0.68844, precision: 0.55736
  iter: 69499, sec: 359, class_loss: 0.14528, da_loss: 0.69104, precision: 0.54693
  iter: 69999, sec: 358, class_loss: 0.06848, da_loss: 0.68301, precision: 0.54345
  iter: 70499, sec: 358, class_loss: 0.09033, da_loss: 0.69319, precision: 0.55041
  iter: 70999, sec: 358, class_loss: 0.12997, da_loss: 0.69077, precision: 0.52955
  iter: 71499, sec: 358, class_loss: 0.04780, da_loss: 0.68943, precision: 0.55272
  iter: 71999, sec: 358, class_loss: 0.16308, da_loss: 0.68917, precision: 0.54461
  iter: 72499, sec: 358, class_loss: 0.17202, da_loss: 0.69635, precision: 0.53882
  iter: 72999, sec: 359, class_loss: 0.23552, da_loss: 0.68974, precision: 0.55620
  iter: 73499, sec: 360, class_loss: 0.10557, da_loss: 0.68488, precision: 0.55620
  iter: 73999, sec: 357, class_loss: 0.10007, da_loss: 0.68751, precision: 0.53882
  iter: 74499, sec: 357, class_loss: 0.10660, da_loss: 0.69065, precision: 0.54229
  iter: 74999, sec: 358, class_loss: 0.09798, da_loss: 0.68645, precision: 0.53766
  iter: 75499, sec: 360, class_loss: 0.09995, da_loss: 0.69201, precision: 0.55968
  iter: 75999, sec: 358, class_loss: 0.03204, da_loss: 0.69903, precision: 0.54577
  iter: 76499, sec: 358, class_loss: 0.08713, da_loss: 0.68632, precision: 0.54925
  iter: 76999, sec: 358, class_loss: 0.11516, da_loss: 0.68725, precision: 0.57126
  iter: 77499, sec: 358, class_loss: 0.09328, da_loss: 0.69290, precision: 0.57010
  iter: 77999, sec: 359, class_loss: 0.10984, da_loss: 0.68594, precision: 0.54461
  iter: 78499, sec: 359, class_loss: 0.05540, da_loss: 0.68794, precision: 0.56431
  iter: 78999, sec: 357, class_loss: 0.09438, da_loss: 0.69214, precision: 0.54461
  iter: 79499, sec: 358, class_loss: 0.12837, da_loss: 0.69103, precision: 0.56431
  iter: 79999, sec: 358, class_loss: 0.06399, da_loss: 0.69043, precision: 0.55504
  iter: 80499, sec: 360, class_loss: 0.13380, da_loss: 0.68500, precision: 0.55504
  iter: 80999, sec: 359, class_loss: 0.04021, da_loss: 0.68955, precision: 0.55388
  iter: 81499, sec: 359, class_loss: 0.05045, da_loss: 0.68672, precision: 0.56895
  iter: 81999, sec: 359, class_loss: 0.05118, da_loss: 0.68665, precision: 0.53650
  iter: 82499, sec: 358, class_loss: 0.07581, da_loss: 0.69582, precision: 0.56431
  iter: 82999, sec: 359, class_loss: 0.12613, da_loss: 0.68814, precision: 0.55852
  iter: 83499, sec: 357, class_loss: 0.05214, da_loss: 0.68135, precision: 0.54577
  iter: 83999, sec: 357, class_loss: 0.06652, da_loss: 0.68849, precision: 0.55852
  iter: 84499, sec: 358, class_loss: 0.03347, da_loss: 0.68905, precision: 0.56083
  iter: 84999, sec: 358, class_loss: 0.08772, da_loss: 0.68073, precision: 0.55968
  iter: 85499, sec: 358, class_loss: 0.09082, da_loss: 0.69049, precision: 0.55504
  iter: 85999, sec: 361, class_loss: 0.08484, da_loss: 0.68934, precision: 0.56083
  iter: 86499, sec: 358, class_loss: 0.07518, da_loss: 0.68507, precision: 0.54114
  iter: 86999, sec: 359, class_loss: 0.11572, da_loss: 0.68762, precision: 0.56315
  iter: 87499, sec: 357, class_loss: 0.03275, da_loss: 0.69719, precision: 0.53766
  iter: 87999, sec: 358, class_loss: 0.10048, da_loss: 0.68396, precision: 0.55504
  iter: 88499, sec: 359, class_loss: 0.08005, da_loss: 0.68578, precision: 0.54345
  iter: 88999, sec: 359, class_loss: 0.07641, da_loss: 0.68962, precision: 0.55272
  iter: 89499, sec: 357, class_loss: 0.02973, da_loss: 0.69014, precision: 0.54809
  iter: 89999, sec: 357, class_loss: 0.07380, da_loss: 0.68310, precision: 0.55156
  iter: 90499, sec: 358, class_loss: 0.13117, da_loss: 0.69147, precision: 0.55852
  iter: 90999, sec: 361, class_loss: 0.13834, da_loss: 0.69336, precision: 0.54809
  iter: 91499, sec: 358, class_loss: 0.03052, da_loss: 0.68933, precision: 0.55504
  iter: 91999, sec: 359, class_loss: 0.03707, da_loss: 0.69201, precision: 0.55156
  iter: 92499, sec: 358, class_loss: 0.05651, da_loss: 0.68506, precision: 0.56083
  iter: 92999, sec: 359, class_loss: 0.09276, da_loss: 0.68710, precision: 0.55504
  iter: 93499, sec: 361, class_loss: 0.01590, da_loss: 0.69395, precision: 0.54693
  iter: 93999, sec: 358, class_loss: 0.11143, da_loss: 0.68492, precision: 0.55504
  iter: 94499, sec: 358, class_loss: 0.14851, da_loss: 0.68709, precision: 0.55620
  iter: 94999, sec: 359, class_loss: 0.10198, da_loss: 0.69262, precision: 0.54461
  iter: 95499, sec: 358, class_loss: 0.27931, da_loss: 0.69149, precision: 0.54925
  iter: 95999, sec: 360, class_loss: 0.04370, da_loss: 0.69580, precision: 0.53998
  iter: 96499, sec: 359, class_loss: 0.08098, da_loss: 0.69027, precision: 0.53534
  iter: 96999, sec: 358, class_loss: 0.07076, da_loss: 0.69301, precision: 0.55041
  iter: 97499, sec: 358, class_loss: 0.04103, da_loss: 0.68955, precision: 0.55388
  iter: 97999, sec: 358, class_loss: 0.09950, da_loss: 0.68733, precision: 0.54461
  iter: 98499, sec: 359, class_loss: 0.13906, da_loss: 0.68890, precision: 0.54809
  iter: 98999, sec: 357, class_loss: 0.04200, da_loss: 0.69055, precision: 0.54809
  iter: 99499, sec: 357, class_loss: 0.07845, da_loss: 0.69164, precision: 0.55620
  iter: 99999, sec: 357, class_loss: 0.11566, da_loss: 0.68898, precision: 0.54693

